QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber278,gi|359496056|ref|XM_003635093.1|,80.53,226,41,3,657,880,394,618,6e-040,  171,359496056,XM_003635093,PREDICTED: Vitis vinifera 40S ribosomal protein S4-like (LOC100247049), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber278,gi|449471048|ref|XM_004153145.1|,84.39,173,25,2,201,372,94,265,2e-039,  169,449471048,XM_004153145,PREDICTED: Cucumis sativus 40S ribosomal protein S4-like (LOC101221184), partial mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber278,gi|449527250|ref|XR_181101.1|,84.12,170,25,2,201,369,158,326,1e-037,  163,449527250,XR_181101,PREDICTED: Cucumis sativus 40S ribosomal protein S4-like (LOC101232357), misc_RNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber278,gi|449509212|ref|XM_004163478.1|,84.12,170,25,2,201,369,193,361,1e-037,  163,449509212,XM_004163478,PREDICTED: Cucumis sativus 40S ribosomal protein S4-like (LOC101232332), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber278,gi|571507435|ref|XM_003544009.2|,82.68,179,29,2,192,369,185,362,4e-036,  158,571507435,XM_003544009,PREDICTED: Glycine max 40S ribosomal protein S4-1-like (LOC100811336), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber278,gi|460374679|ref|XM_004233090.1|,81.22,181,34,0,189,369,91,271,1e-032,  147,460374679,XM_004233090,PREDICTED: Solanum lycopersicum 40S ribosomal protein S4-like, transcript variant 2 (LOC101252046), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber278,gi|460374677|ref|XM_004233089.1|,81.22,181,34,0,189,369,199,379,1e-032,  147,460374677,XM_004233089,PREDICTED: Solanum lycopersicum 40S ribosomal protein S4-like, transcript variant 1 (LOC101252046), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber278,gi|79327185|ref|NM_001036769.1|,79.35,184,32,5,189,369,194,374,5e-026,  124,79327185,NM_001036769,Arabidopsis thaliana 40S ribosomal protein S4-2 mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber278,gi|145357730|ref|NM_120791.3|,79.35,184,32,5,189,369,112,292,5e-026,  124,145357730,NM_120791,Arabidopsis thaliana 40S ribosomal protein S4-2 mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber278,gi|351725820|ref|NM_001248897.1|,78.95,171,32,3,201,369,166,334,1e-022,  113,351725820,NM_001248897,Glycine max 40S ribosomal S4 protein (LOC547645), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber278,gi|357516020|ref|XM_003628251.1|,90.00,80,8,0,11,90,65,144,6e-020,  104,357516020,XM_003628251,Medicago truncatula 40S ribosomal protein S4 (MTR_8g052030) mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber278,gi|470144063|ref|XM_004307637.1|,91.78,73,6,0,18,90,111,183,2e-019,  102,470144063,XM_004307637,PREDICTED: Fragaria vesca subsp. vesca 40S ribosomal protein S4-like (LOC101314702), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber278,gi|502097515|ref|XM_004490956.1|,89.33,75,8,0,16,90,64,138,4e-017,95.3,502097515,XM_004490956,PREDICTED: Cicer arietinum 40S ribosomal protein S4-2-like (LOC101510766), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber278,gi|357483184|ref|XM_003611831.1|,89.33,75,8,0,16,90,82,156,4e-017,95.3,357483184,XM_003611831,Medicago truncatula 40S ribosomal protein S4 (MTR_5g018940) mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber278,gi|470115278|ref|XM_004293782.1|,87.50,80,10,0,11,90,118,197,1e-016,93.5,470115278,XM_004293782,PREDICTED: Fragaria vesca subsp. vesca 40S ribosomal protein S4-like, transcript variant 1 (LOC101309913), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber278,gi|658056944|ref|XM_008366013.1|,87.50,80,10,0,11,90,115,194,1e-016,93.5,658056944,XM_008366013,PREDICTED: Malus x domestica 40S ribosomal protein S4 (LOC103427928), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber278,gi|334184264|ref|NM_001202610.1|,76.00,175,42,0,195,369,206,380,5e-016,91.6,334184264,NM_001202610,Arabidopsis thaliana 40S ribosomal protein S4-1 mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber278,gi|145360032|ref|NM_127291.3|,76.00,175,42,0,195,369,206,380,5e-016,91.6,145360032,NM_127291,Arabidopsis thaliana 40S ribosomal protein S4-1 mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber278,gi|470115280|ref|XM_004293783.1|,88.16,76,9,0,15,90,31,106,5e-016,91.6,470115280,XM_004293783,PREDICTED: Fragaria vesca subsp. vesca 40S ribosomal protein S4-like, transcript variant 2 (LOC101309913), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber278,gi|565434479|ref|XM_006280910.1|,76.57,175,35,5,198,369,210,381,5e-016,91.6,565434479,XM_006280910,Capsella rubella hypothetical protein (CARUB_v10026972mg) mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber278,gi|565481417|ref|XM_006298287.1|,75.00,176,42,2,195,369,172,346,1e-012,80.5,565481417,XM_006298287,Capsella rubella hypothetical protein (CARUB_v10014418mg) mRNA, complete cds
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber278,gi|297832339|ref|XM_002884006.1|,74.01,177,42,3,195,369,195,369,2e-009,69.4,297832339,XM_002884006,Arabidopsis lyrata subsp. lyrata 40S ribosomal protein S4, mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber279,gi|460389563|ref|XM_004240373.1|,80.82,417,74,5,633,1046,441,854,2e-085,  322,460389563,XM_004240373,PREDICTED: Solanum lycopersicum 40S ribosomal protein S4-like (LOC101246828), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber279,gi|359486377|ref|XM_002276950.2|,79.61,412,80,4,633,1042,452,861,2e-076,  292,359486377,XM_002276950,PREDICTED: Vitis vinifera 40S ribosomal protein S4-like (LOC100244922), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber279,gi|571527924|ref|XM_003547884.2|,78.19,408,87,2,622,1028,463,869,2e-066,  259,571527924,XM_003547884,PREDICTED: Glycine max 40S ribosomal protein S4-1-like (LOC100795220), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber279,gi|359496056|ref|XM_003635093.1|,80.53,226,41,3,657,880,394,618,8e-040,  171,359496056,XM_003635093,PREDICTED: Vitis vinifera 40S ribosomal protein S4-like (LOC100247049), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber279,gi|449471048|ref|XM_004153145.1|,84.39,173,25,2,201,372,94,265,3e-039,  169,449471048,XM_004153145,PREDICTED: Cucumis sativus 40S ribosomal protein S4-like (LOC101221184), partial mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber279,gi|449527250|ref|XR_181101.1|,84.12,170,25,2,201,369,158,326,1e-037,  163,449527250,XR_181101,PREDICTED: Cucumis sativus 40S ribosomal protein S4-like (LOC101232357), misc_RNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber279,gi|449509212|ref|XM_004163478.1|,84.12,170,25,2,201,369,193,361,1e-037,  163,449509212,XM_004163478,PREDICTED: Cucumis sativus 40S ribosomal protein S4-like (LOC101232332), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber279,gi|571507435|ref|XM_003544009.2|,82.68,179,29,2,192,369,185,362,6e-036,  158,571507435,XM_003544009,PREDICTED: Glycine max 40S ribosomal protein S4-1-like (LOC100811336), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber279,gi|460374679|ref|XM_004233090.1|,81.22,181,34,0,189,369,91,271,1e-032,  147,460374679,XM_004233090,PREDICTED: Solanum lycopersicum 40S ribosomal protein S4-like, transcript variant 2 (LOC101252046), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber279,gi|460374677|ref|XM_004233089.1|,81.22,181,34,0,189,369,199,379,1e-032,  147,460374677,XM_004233089,PREDICTED: Solanum lycopersicum 40S ribosomal protein S4-like, transcript variant 1 (LOC101252046), mRNA
QGG24G02.yg.ab1_to_CLS_S3_Contig10858_FastaNumber279,gi|79327185|ref|NM_001036769.1|,79.35,184,32,5,189,369,194,374,6e-026,  124,79327185,NM_001036769,Arabidopsis thaliana 40S ribosomal protein S4-2 mRNA, complete cds
